pickup_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,passenger_count,payment_type,traffic_level,distance_km,duration_min,fare_amount
2024-01-01 00:00:00,40.84314505650903,-74.02770704699472,40.85568417458842,-73.95352513701297,1,card,medium,6.393423680684507,18.358124669938817,26.213174091171208
2024-01-01 00:08:00,40.729218669515696,-74.19938242531919,40.67470099441584,-74.24861097418635,2,cash,low,7.346455583332865,10.67630726813899,22.751263283740297
2024-01-01 00:17:00,40.87192329276987,-73.96972155236323,40.853698240822006,-74.00571251042608,1,card,low,3.6424380136382126,5.806903506905385,13.421888893708854
2024-01-01 00:26:00,40.81710512988018,-74.18022129770299,40.78839087883485,-74.20847240728116,1,card,medium,3.9810721566882754,11.043247671842344,19.461888026707697
2024-01-01 00:34:00,40.6120202982818,-74.2289112497121,40.58,-74.24739820173254,1,card,medium,3.8876098150191436,10.491798144629293,18.43143114759696
2024-01-01 00:43:00,40.9117115995565,-74.00567940495128,40.913306477393284,-74.00638755584473,1,card,medium,0.18705975872172184,1.9664128393714986,6.158277242682823
2024-01-01 00:52:00,40.83878749867672,-73.92575954047622,40.72322618704795,-73.88262384420713,1,card,medium,13.353245614328742,37.0549352788643,49.6637075251589
2024-01-01 01:00:00,40.84726186379417,-73.82438487373274,40.83306488210783,-73.80362123858396,3,card,medium,2.3543666973165256,6.388673139616507,13.028829228881479
2024-01-01 01:09:00,40.62355863510968,-73.86075386748331,40.61949558621893,-73.85801602021066,1,card,medium,0.5074542601650072,1.5228287243574843,6.818743771407975
2024-01-01 01:18:00,,,40.67196377429622,-73.81034263211555,1,card,low,6.882193877788938,11.709863026638036,23.10499641452489
2024-01-01 01:27:00,40.70607132823908,-73.87236492688135,40.7741661707043,-73.844285333665,1,card,medium,7.932762358313369,18.022008323137033,29.080472595857646
2024-01-01 01:35:00,40.89510009620852,-73.90134790757787,40.86834946934265,-73.9770246751582,1,cash,high,7.023177712997878,72.94405033201875,48.62624178882412
2024-01-01 01:44:00,40.79891414082743,-74.25482983973825,40.78822734991651,-74.2066085511093,1,card,medium,4.229728162795542,12.587906737280383,17.275945605846285
2024-01-01 01:53:00,40.85973894851208,-73.9406878209773,40.83308908613592,-73.9778764034072,1,mobile_wallet,low,4.308882645375723,7.146173570922454,11.618404026426756
2024-01-01 02:01:00,40.730760827601294,-74.19855427988905,40.72709035218192,-74.21851224659204,1,card,high,1.7305562355411226,9.739708502244856,14.931344908609073
2024-01-01 02:10:00,40.65726116540682,-74.23007976251041,40.71612764961459,-74.21476017303375,1,card,medium,6.671889198603007,15.090607849525705,26.36498226555411
2024-01-01 02:19:00,40.76855882758539,-74.18022980242613,40.879844538761944,-74.1836230646863,2,card,medium,12.377700019550302,32.606722415738545,45.2619748077253
2024-01-01 02:27:00,40.601697867075416,-73.84012099766471,40.63525163124194,-73.8182091278155,1,cash,low,4.164236834830906,5.240895712863324,14.573751272755107
2024-01-01 02:36:00,40.86139459847748,-73.88063680951899,40.910354317991214,-73.87425455318845,2,card,medium,5.470446323956843,13.437468515315393,21.701944872841757
2024-01-01 02:45:00,40.7947658957015,-73.77612607334534,40.872005132367974,-73.78914602626311,1,mobile_wallet,low,8.65818240046629,13.295057220636417,25.25098723633136
2024-01-01 02:54:00,40.837749831629026,-73.76072210808829,40.84894903008352,-73.75,1,cash,medium,1.5376087566086676,5.345811274220101,9.98880800875935
2024-01-01 03:02:00,40.70053882916415,-73.80442516694927,40.771200118476685,-73.77256221800882,1,card,high,8.303157189598725,66.67101091523053,50.72043851257344
2024-01-01 03:11:00,40.910037328294266,-74.19220771400174,40.92,-74.17861243437063,1,card,medium,1.5913072273271376,3.2112335515749586,9.150353854286399
2024-01-01 03:20:00,40.88366118124955,-73.81202480212826,40.89014061241857,-73.78086140928959,1,card,low,2.7169789090228447,3.7724451309259153,12.01059488845747
2024-01-01 03:28:00,40.84465038900508,-73.8322950612578,40.8604157355554,-73.86403488842963,1,card,low,3.1936836002964086,4.902743972464562,16.68696631216913
2024-01-01 03:37:00,40.646177160669666,-73.81574621147155,40.58,-73.75,1,mobile_wallet,high,9.216689472565605,72.8252829011953,48.27890277500422
2024-01-01 03:46:00,40.73868514126719,-74.18264033527059,40.751830507987265,-74.23158400931933,3,cash,high,4.374606540056983,36.69782593662832,25.456846500399283
2024-01-01 03:54:00,40.59489328036766,-74.20043616783562,40.58,-74.19534357821242,3,card,low,1.7109804861123141,1.0,10.85531606584769
2024-01-01 04:03:00,40.632458427302964,-73.78885747141211,40.58,-73.80174665394992,1,card,medium,5.933728538822927,14.074673355438186,25.17974189812572
2024-01-01 04:12:00,40.812236644102434,-74.17134840894141,40.82091618510857,-74.18594705583563,2,card,medium,1.5622800941110455,5.689753647610418,11.479565874698956
2024-01-01 04:21:00,40.83321913300866,-74.07200291716828,40.78308559622466,-74.09244447120244,6,cash,high,5.834038822141838,30.65185846437579,27.212320712503235
2024-01-01 04:29:00,40.90895330902763,-74.02744772675803,40.90863319021898,-74.06217467680295,1,card,high,2.918527447605644,44.307770942974784,30.84173229789748
2024-01-01 04:38:00,40.69078062176697,-74.19653431080692,40.69701017513771,-74.14305891159056,1,cash,medium,4.561330137362224,11.901415064519732,16.834135803541503
2024-01-01 04:47:00,40.70595630005185,-74.2494765131034,40.71419353208862,-74.26,1,card,low,1.2750362959111874,3.4569113457975895,8.769170962438999
2024-01-01 04:55:00,40.739648975833774,-73.75301386041878,40.698963512516876,-73.75,3,mobile_wallet,high,4.531141710705027,25.964221278383555,22.184134291970846
2024-01-01 05:04:00,40.64442026208866,-73.81290480513417,40.68486096930031,-73.78372060707173,2,card,high,5.126447952994082,20.008851197921217,-26.45085775458602
2024-01-01 05:13:00,40.62417331181406,-73.79470765603118,40.62015772617309,-73.81184775695675,1,card,medium,1.5139525480344973,5.029731565277612,9.678949422311005
2024-01-01 05:21:00,40.741739674916815,-74.11487283467122,40.76158808052452,-74.0909055069005,2,mobile_wallet,medium,2.9911484483479587,8.850952718561702,13.938497393351705
2024-01-01 05:30:00,40.6571491786773,-74.14774819789983,40.60330939604969,-74.15485365369618,1,cash,low,6.016664438869758,7.95421422115569,20.260363545455437
2024-01-01 05:39:00,40.80773675819206,-74.04280805533054,40.79971201813624,-74.09235334056346,1,card,medium,4.264588238213134,8.534165021956756,16.432153542665958
2024-01-01 05:48:00,40.728631652416595,-74.02880712182122,40.77800990416375,-74.0778766362814,1,cash,high,6.872468141659453,32.22904663106004,32.86683562539665
2024-01-01 05:56:00,40.863110586659666,-74.25714428617924,40.906768580091054,-74.22764941793811,1,card,low,5.451115185389728,9.086155041352049,18.655589876758043
2024-01-01 06:05:00,40.818090134680766,-73.86258091259448,40.782211963949166,-73.83542024802865,1,card,high,4.598115071818238,36.238055840036424,29.81521804335682
2024-01-01 06:14:00,40.68620465806989,-73.75169981054758,40.66165453949402,-73.75,1,card,low,2.7336099121347597,8.553859186010012,15.802165855000696
